Name,Team,Sport,num_medals,Gold_Medals,Silver_Medals,Bronze_Medals
"Aino-Kaisa Saarinen",Finland,"Cross Country Skiing",5,0,2,3
"Martina Sblkov","Czech Republic","Speed Skating",5,3,1,1
"Evi Sachenbacher-Stehle",Germany,"Cross Country Skiing",5,2,3,0
"Robert Scheidt",Brazil,Sailing,5,2,2,1
"Melanie Rene "Mel"" Schlanger (-Wright)"",Australia,Swimming,5,2,2,1
"Verena "Vreni"" Schneider"",Switzerland,"Alpine Skiing",5,3,1,1
"Emily Jane Seebohm",Australia,Swimming,5,2,3,0
"Katja Seizinger (-Weber)",Germany,"Alpine Skiing",5,3,0,2
"Melvin Winfield "Mel"" Sheppard"","United States",Athletics,5,4,1,0
"Bente Skari-Martinsen",Norway,"Cross Country Skiing",5,1,2,2
"Manlio Di Rosa",Italy,Fencing,5,2,2,1
"Klaus Dibiasi",Italy,Diving,5,3,2,0
"Ines Diers (-Noack)","East Germany",Swimming,5,2,2,1
"Andreas Dittmer",Germany,Canoeing,5,3,1,1
"Eskild Balschmidt Ebbesen",Denmark,Rowing,5,3,0,2
"Philip Aron "Phil"" Edwards"",Canada,Athletics,5,0,0,5
"Teresa Edwards","United States",Basketball,5,4,0,1
"Brittany Joyce Elmslie",Australia,Swimming,5,2,3,0
"Axel Mauritz Eriksson",Sweden,Shooting,5,1,1,3
"Janet Beth Evans","United States",Swimming,5,4,1,0
"Silvio Fauner",Italy,"Cross Country Skiing",5,1,2,2
"Dennis Fenton","United States",Shooting,5,3,0,2
"Ian Gordon Ferguson","New Zealand",Canoeing,5,4,1,0
"Jens Fiedler",Germany,Cycling,5,3,0,2
"Gustav Fischer",Switzerland,Equestrianism,5,0,3,2
"Morris "Bud"" Fisher"","United States",Shooting,5,5,0,0
"Laura lodie Flessel-Colovic",France,Fencing,5,2,1,2
"Ramn Fonst Segundo",Cuba,Fencing,5,4,1,0
"Arianna Fontana",Italy,"Short Track Speed Skating",5,0,1,4
"Anna Christine "Anni"" Friesinger-Postma"",Germany,"Speed Skating",5,3,0,2
"Fu Mingxia",China,Diving,5,4,1,0
"Marc Gagnon",Canada,"Short Track Speed Skating",5,3,0,2
"Justin Alexander Gatlin","United States",Athletics,5,1,2,2
"John Thomas Devitt",Australia,Swimming,4,2,1,1
"Vasile Dba",Romania,Canoeing,4,1,1,2
"Wilfried Dietrich",Germany,Wrestling,4,1,2,1
"Tina Dietze",Germany,Canoeing,4,1,3,0
"William Harrison Dillard","United States",Athletics,4,4,0,0
"Pyrros Dimas",Greece,Weightlifting,4,3,0,1
"Ding Ning",China,"Table Tennis",4,3,1,0
"Madeline Jane "Maya"" DiRado"","United States",Swimming,4,2,1,1
"Darya Vladimirovna Domracheva",Belarus,Biathlon,4,3,0,1
"Jetze Doorman",Netherlands,Fencing,4,0,0,4
"Robert Jeffrey Dover","United States",Equestrianism,4,0,0,4
"Du Li",China,Shooting,4,2,1,1
"Charlotte Susan Jane Dujardin","Great Britain",Equestrianism,4,3,1,0
"Stephan Eberharter",Austria,"Alpine Skiing",4,1,2,1
"Brbel Eckert-Wckel","East Germany",Athletics,4,4,0,0
"Paul Bert Elvstrm",Denmark,Sailing,4,4,0,0
"Anthony Lee Ervin","United States",Swimming,4,3,1,0
"Srgio "Escadinha"" Dutra dos Santos"",Brazil,Volleyball,4,2,2,0
"Carlos Mauricio Espnola Lorenzo",Argentina,Sailing,4,0,2,2
"Frode Estil",Norway,"Cross Country Skiing",4,2,2,0
"Peter Maxwell Evans",Australia,Swimming,4,1,0,3
"Bernt Sverre Evensen",Norway,"Speed Skating",4,1,2,1
"Mohamed Muktar Jama "Mo"" Farah"","Great Britain",Athletics,4,4,0,0
"Ildik Farkasinszky-Bbis (Bbis-)",Hungary,Fencing,4,0,3,1
"Fritz Feierabend",Switzerland-1,Bobsleigh,4,0,2,2
"Birgit Fischer-Schmidt","East Germany",Canoeing,4,3,1,0
"John Joseph Flanagan","United States",Athletics,4,3,1,0
"Alfred Flatow",Germany,Gymnastics,4,3,1,0
"Ivar Formo",Norway,"Cross Country Skiing",4,1,2,1
"Martin Fourcade",France,Biathlon,4,2,2,0
"Frank "Frankie"" Fredericks"",Namibia,Athletics,4,0,4,0
"Ugo Frigerio",Italy,Athletics,4,3,0,1
"Jen Fuchs (-Fekete)",Hungary,Fencing,4,4,0,0
"Andrea Fuentes Fache",Spain,"Synchronized Swimming",4,0,3,1
"Francis "Frank"" Gailey"",Australia,Swimming,4,0,3,1
"Michael Riley "Mickey"" Galitzen"","United States",Diving,4,1,2,1
"Rossano Galtarossa",Italy,Rowing,4,1,1,2
"Mohamad Tlili ben Abdallah Gammoudi",Tunisia,Athletics,4,1,2,1
"Eleanor Agnes Garatti-Saville","United States",Swimming,4,2,1,1
"Adam Joseph Van Koeverden",Canada,Canoeing,4,1,2,1
"George van Rossem",Netherlands,Fencing,4,0,1,3
"Peter William Vanderkaay","United States",Swimming,4,2,0,2
"Giorgio Vanzetta",Italy,"Cross Country Skiing",4,1,1,2
"Vyacheslav Petrovich Vedenin","Soviet Union","Cross Country Skiing",4,2,1,1
"Magdalena Johanna Maria "Marleen"" Veldhuis"",Netherlands,Swimming,4,1,1,2
"Cornelis Arie "Kees"" Verkerk"",Netherlands,"Speed Skating",4,1,3,0
"Tania Vicent",Canada,"Short Track Speed Skating",4,0,2,2
"Bjarte Engen Vik",Norway,"Nordic Combined",4,2,1,1
"Brenda Villa","United States","Water Polo",4,1,2,1
"Lasse Artturi Virn",Finland,Athletics,4,4,0,0
"Leendert "Leo"" Visser"",Netherlands,"Speed Skating",4,0,1,3
"Sabine Vlker",Germany,"Speed Skating",4,1,2,1
"Gennady Georgiyevich Volnov","Soviet Union",Basketball,4,1,2,1
"Susan Christina "Chris"" von Saltza (-Olmstead)"","United States",Swimming,4,3,1,0
"dn von Tersztynszky",Hungary,Fencing,4,2,1,1
"Zinaida Borisovna Voronina (Druzhinina-)","Soviet Union",Gymnastics,4,1,1,2
"Aleksey Ivanovich Voyevoda",Russia-1,Bobsleigh,4,2,1,1
"Neil Scott Walker","United States",Swimming,4,2,1,1
"Kerri Lee Walsh Jennings","United States-1","Beach Volleyball",4,3,0,1
"Natalie Anne Ward",Australia,Softball,4,0,1,3
"Jeremy Matthew Wariner","United States",Athletics,4,3,1,0
"Thomas Lars Wassberg",Sweden,"Cross Country Skiing",4,4,0,0
"Mary Alice Wayte (-Bradburne)","United States",Swimming,4,2,1,1
"Franziska Weber",Germany,Canoeing,4,1,3,0
"Andreas Wecker",Germany,Gymnastics,4,1,1,2
"Gustav Weder",Switzerland-1,Bobsleigh,4,2,1,1
"Karl Magnus Wegelius",Finland,Shooting,4,0,1,3
"Amanda Jo Weir (-Davis)","United States",Swimming,4,0,3,1
"Michael Vincent "Mike"" Wenden"",Australia,Swimming,4,2,1,1
"Hannelore "Hanni"" Wenzel (-Weirather)"",Liechtenstein,"Alpine Skiing",4,2,1,1
"Novlene Hilaire Williams-Mills",Jamaica,Athletics,4,0,1,3
"Alexander Sheldon "Alex"" Wilson"",Canada,Athletics,4,0,1,3
"Robert George "Bob"" Windle"",Australia,Swimming,4,1,1,2
"Hans Gnter Winkler",Germany,Equestrianism,4,4,0,0
"Arthur Stanley Wint",Jamaica,Athletics,4,2,2,0
"Dean Anthony Woods",Australia,Cycling,4,1,1,2
"Witold Woyda",Poland,Fencing,4,2,1,1
"Lyubov Ivanovna Yegorova",Russia,"Cross Country Skiing",4,3,1,0
"Anastasiya Nikolayevna Yermakova",Russia,"Synchronized Swimming",4,4,0,0
"Radiya Nikolayevna Yeroshina (-Nurgayeva)","Soviet Union","Cross Country Skiing",4,0,3,1
"Saori Yoshida",Japan,Wrestling,4,3,1,0
"Yordan Yovchev Yovchev",Bulgaria,Gymnastics,4,0,1,3
"Mariel Leigh Zagunis","United States",Fencing,4,2,0,2
"Yelena Mikhaylovna Zamolodchikova",Russia,Gymnastics,4,2,1,1
"Olga Alekseyevna Zaytseva (-Augustin)",Russia,Biathlon,4,2,2,0
"Zhang Jike",China,"Table Tennis",4,3,1,0
"Zhuang Yong",China,Swimming,4,1,3,0
"Donat Acklin",Switzerland-1,Bobsleigh,4,2,1,1
"Rebecca "Becky"" Adlington"","Great Britain",Swimming,4,2,0,2
"Carlo Agostoni Faini",Italy,Fencing,4,1,2,1
"Nobuyuki Aihara",Japan,Gymnastics,4,2,2,0
"Simon Ammann",Switzerland,"Ski Jumping",4,4,0,0
"Viktor An","South Korea","Short Track Speed Skating",4,3,0,1
"Viktor An",Russia,"Short Track Speed Skating",4,3,0,1
"Tobias Angerer",Germany,"Cross Country Skiing",4,0,2,2
"Carmelo Kyan Anthony","United States",Basketball,4,3,0,1
"Nataliya Nikolayevna Antyukh",Russia,Athletics,4,1,2,1
"Katrin Apel",Germany,Biathlon,4,2,1,1
"Rodica Arba-Pucatu",Romania,Rowing,4,2,1,1
"Tatyana Borisovna Averina-Barabash","Soviet Union","Speed Skating",4,2,0,2
"Luciana Paula "Lucha"" Aymar"",Argentina,Hockey,4,0,2,2
"Albert Azaryan","Soviet Union",Gymnastics,4,3,1,0
"Christina Wilhelmina "Stien"" Baas-Kaiser"",Netherlands,"Speed Skating",4,1,1,2
"Eric Natanael Backman",Sweden,Athletics,4,0,1,3
"Walter Thane Baker","United States",Athletics,4,1,2,1
"Bronte Amelia Arnold Barratt",Australia,Swimming,4,1,2,1
"Gregory Mark "Greg"" Barton"","United States",Canoeing,4,2,0,2
"Grgory Benot Baug",France,Cycling,4,0,3,1
"Bruce Robert Baumgartner","United States",Wrestling,4,2,1,1
"Francis Joseph Edmund "Frank"" De Beaurepaire"",Australia,Swimming,4,0,2,2
"ric Bdard",Canada,"Short Track Speed Skating",4,2,1,1
"Ludger Beerbaum",Germany,Equestrianism,4,3,0,1
"Matthias Behr","West Germany",Fencing,4,1,3,0
"Kenenisa Bekele Beyecha",Ethiopia,Athletics,4,3,1,0
"Mireia Belmonte Garca",Spain,Swimming,4,1,2,1
"Sergey Aleksandrovich Belov","Soviet Union",Basketball,4,1,0,3
"Robert Earl "Bob"" Bennett"","United States",Swimming,4,2,0,2
"Laura Kay Berg","United States",Softball,4,3,1,0
"Tora Berger (-Tveldal)",Norway,Biathlon,4,2,1,1
"David Charles "Dave"" Berkoff"","United States",Swimming,4,2,1,1
"Alain Andr Louis Edmond Bernard",France,Swimming,4,2,1,1
"Marcello Bertinetti",Italy,Fencing,4,2,1,1
"Edwin "Teddy"" Billington"","United States",Cycling,4,0,1,3
"Dmitry Vladimirovich Bilozerchev","Soviet Union",Gymnastics,4,3,0,1
"Suzanne Brigit "Sue"" Bird"","United States",Basketball,4,4,0,0
"Yohan Blake",Jamaica,Athletics,4,2,2,0
"Francina Elsje "Fanny"" Blankers-Koen"",Netherlands,Athletics,4,4,0,0
"Kay Bluhm",Germany,Canoeing,4,3,1,0
"Nina Antonivna Bocharova","Soviet Union",Gymnastics,4,2,2,0
"Andrs Bodnr",Hungary,"Water Polo",4,1,1,2
"Andrea Bod-Molnr",Hungary,Gymnastics,4,1,2,1
"Svetlana Leonidovna Boginskaya","Soviet Union",Gymnastics,4,2,1,1
"Ato Jabari Boldon","Trinidad and Tobago",Athletics,4,0,1,3
"Gustaf Adolf Boltenstern  Jr.",Sweden,Equestrianism,4,2,1,1
"Beniamino Bonomi",Italy,Canoeing,4,1,3,0
"Gustavo Frana Borges",Brazil,Swimming,4,0,2,2
"Vladimir Mikhaylovich Smirnov",Kazakhstan,"Cross Country Skiing",4,1,2,1
"Louis Antoine Smith","Great Britain",Gymnastics,4,0,2,2
"Michelle Marie Smith (-De Bruin)",Ireland,Swimming,4,3,0,1
"Doina Liliana Snep-Blan",Romania,Rowing,4,0,3,1
"ric Claude Franois Srecki",France,Fencing,4,2,1,1
"Ian David Stark","Great Britain",Equestrianism,4,0,4,0
"Mario Stecher",Austria,"Nordic Combined",4,2,0,2
"William Clark "Bill"" Steinkraus"","United States",Equestrianism,4,1,2,1
"Sten Einar Stensen",Norway,"Speed Skating",4,1,1,2
"Gillian "Jill"" Sterkel"","United States",Swimming,4,2,0,2
"Sharon Marie Stouder (-Clark)","United States",Swimming,4,3,1,0
"Klaus Sulzenbacher",Austria,"Nordic Combined",4,0,1,3
"Johan Rudolf Svensson",Sweden,Wrestling,4,2,2,0
"Bence Szab",Hungary,Fencing,4,2,2,0
"Gabriella Timea Szab",Hungary,Canoeing,4,3,1,0
"Istvn Szivs  Jr.",Hungary,"Water Polo",4,1,1,2
"Robert Blyth Tait","New Zealand",Equestrianism,4,1,1,2
"Jared Tallent",Australia,Athletics,4,0,3,1
"Luigi Tarantino",Italy,Fencing,4,0,1,3
"Sergey Petrovich Tarasov",Russia,Biathlon,4,1,1,2
"Diana Lurena Taurasi","United States",Basketball,4,4,0,0
"Angelo F. Taylor  Jr.","United States",Athletics,4,3,1,0
"Artur Borisovich Taymazov",Uzbekistan,Wrestling,4,3,1,0
"Einari Allan Tersvirta",Finland,Gymnastics,4,1,0,3
"Sergey Yuryevich Tetyukhin",Russia,Volleyball,4,1,1,2
"Fritz Thiedemann",Germany,Equestrianism,4,2,0,2
"Tian Liang",China,Diving,4,2,1,1
"Kimmo Samuel Timonen",Finland,"Ice Hockey",4,0,1,3
"Nestor Kallenpoika "Nestori"" Toivonen"",Finland,Shooting,4,0,1,3
"James Bruce Tomkins",Australia,Rowing,4,3,0,1
"Arnaud Pierre Armand Tournant",France,Cycling,4,1,2,1
"Birgit Treiber (-Beinroth)","East Germany",Swimming,4,1,2,1
"Pierre Trentin",France,Cycling,4,2,0,2
"Vladislav Aleksandrovich Tretyak","Soviet Union","Ice Hockey",4,3,1,0
"Laura Rebecca Trott (-Kenny)","Great Britain",Cycling,4,4,0,0
"Konstantinos "Kostas"" Tsiklitiras"",Greece,Athletics,4,1,2,1
"Olaf Karl Tufte",Norway,Rowing,4,2,1,1
"Cathy Ann Turner","United States","Short Track Speed Skating",4,2,1,1
"Wyomia Tyus (-Simburg)","United States",Athletics,4,3,1,0
"Frank Ullrich","East Germany",Biathlon,4,1,2,1
"Marius Daniel Urzic",Romania,Gymnastics,4,1,2,1
"Clara Hughes",Canada,"Speed Skating",4,1,1,2
"Tetiana Kostiantynivna Hutsu","Unified Team",Gymnastics,4,2,1,1
"Kaori Icho",Japan,Wrestling,4,4,0,0
"Josefa Idem-Guerrini",Italy,Canoeing,4,1,2,1
"Yukio Iketani",Japan,Gymnastics,4,0,1,3
"Gza Imre",Hungary,Fencing,4,0,2,2
"Volmari Fritijof Iso-Hollo (Hollo-)",Finland,Athletics,4,2,1,1
"Sandra Raluca Izbaa",Romania,Gymnastics,4,2,0,2
"Lauren Elizabeth Jackson",Australia,Basketball,4,0,3,1
"Lszl Jeney",Hungary,"Water Polo",4,2,1,1
"Sren Marinus Jensen",Denmark,Wrestling,4,2,0,2
"Michael Duane Johnson","United States",Athletics,4,4,0,0
"Shawn Machel Johnson (-East)","United States",Gymnastics,4,1,3,0
"Cullen Andrew Jones","United States",Swimming,4,2,2,0
"Pierre Jonqures d'Oriola",France,Equestrianism,4,2,2,0
"Kara Lynn Joyce","United States",Swimming,4,0,4,0
"Michael Jung",Germany,Equestrianism,4,3,1,0
"Endre Kabos",Hungary,Fencing,4,3,0,1
"Ritva Marjatta Kajosmaa (Sakki-)",Finland,"Cross Country Skiing",4,0,3,1
"Zoltn Kammerer",Hungary,Canoeing,4,3,1,0
"Gyrgy Krpti",Hungary,"Water Polo",4,3,0,1
"Shigeru Kasamatsu",Japan,Gymnastics,4,1,1,2
"Kipchoge Hezekieh "Kip"" Keino"",Kenya,Athletics,4,2,2,0
"Rebecca D. "Becky"" Kellar (-Duke)"",Canada,"Ice Hockey",4,3,1,0
"Olha Hennadivna Kharlan",Ukraine,Fencing,4,1,1,2
"Yekaterina Anatolyevna Khodotovich-Karsten",Belarus,Rowing,4,2,1,1
"Lyudmila Iosifovna Khvedosyuk-Pinayeva","Soviet Union",Canoeing,4,3,0,1
"Ki Bo-Bae","South Korea",Archery,4,3,0,1
"Kerstin Kielga",Germany,Swimming,4,0,1,3
"Bjrn Kircheisen",Germany,"Nordic Combined",4,0,3,1
"Mark Kirchner",Germany,Biathlon,4,3,1,0
"Ivan Mikhaylovich Kizimov","Soviet Union",Equestrianism,4,2,1,1
"Hans-Joachim Klein",Germany,Swimming,4,0,3,1
"Saku Antero Koivu",Finland,"Ice Hockey",4,0,1,3
"Pavel Konstantinovich Kolchin","Soviet Union","Cross Country Skiing",4,1,0,3
"Gyrgy Kolonics",Hungary,Canoeing,4,2,0,2
"Ford Hiroshi Konno","United States",Swimming,4,2,2,0
"Eva Boskov-Vchtov (-Hlavkov)",Czechoslovakia,Gymnastics,4,1,2,1
"Jennifer Lori Botterill",Canada,"Ice Hockey",4,3,1,0
"Gatan T. Boucher",Canada,"Speed Skating",4,2,1,1
"David Alasdair Boudia","United States",Diving,4,1,1,2
"George Thomas Breen","United States",Swimming,4,0,1,3
"Christina Brehmer-Lathan","East Germany",Athletics,4,1,2,1
"Hallgeir Brenden",Norway,"Cross Country Skiing",4,2,2,0
"Valerie Ann Brisco-Hooks","United States",Athletics,4,3,1,0
"Christopher Deon "Chris"" Brown"",Bahamas,Athletics,4,1,1,2
"Vladimir Valeryevich Bure","Soviet Union",Swimming,4,0,1,3
"Michael Jay "Mike"" Burton"","United States",Swimming,4,4,0,0
"Mikhail Ivanovich Burtsev","Soviet Union",Fencing,4,2,2,0
"Guy Montagu Butler","Great Britain",Athletics,4,1,1,2
"Franco Giorgio Cagnotto",Italy,Diving,4,0,2,2
"Wladimiro Calarese",Italy,Fencing,4,0,2,2
"Niccol Campriani",Italy,Shooting,4,3,1,0
"Joaqun Capilla Prez",Mexico,Diving,4,1,1,2
"Nathaniel John "Nate"" Cartmell"","United States",Athletics,4,1,2,1
"Gustav Casmir",Germany,Fencing,4,2,2,0
"Tamika Devonne Catchings","United States",Basketball,4,4,0,0
"Adriana Chelariu-Bazon",Romania,Rowing,4,0,3,1
"Chen Yibing",China,Gymnastics,4,3,1,0
"Vivian Jepkemoi Cheruiyot",Kenya,Athletics,4,1,2,1
"Choi Eun-Gyeong","South Korea","Short Track Speed Skating",4,2,2,0
"Julie Wu Chu","United States","Ice Hockey",4,0,3,1
"Edward "Ed"" Clancy"","Great Britain",Cycling,4,3,0,1
"Leslie Walter Claudius",India,Hockey,4,3,1,0
"Sebastian Newbold "Seb"" Coe"","Great Britain",Athletics,4,2,2,0
"Paul Ren Colas",France,Shooting,4,2,1,1
"Georgia V. Coleman (-Gilson)","United States",Diving,4,1,2,1
"Deborah Compagnoni",Italy,"Alpine Skiing",4,3,1,0
"James Brendan Bennet Connolly","United States",Athletics,4,1,2,1
"Margaret Joyce Cooper (-Badcock)","Great Britain",Swimming,4,0,1,3
"Iztok op",Slovenia,Rowing,4,1,1,2
"Lorraine Joyce Crapp (-Thurlow)",Australia,Swimming,4,2,2,0
"Sal Craviotto Rivero",Spain,Canoeing,4,2,1,1
"Ferenc Csipes",Hungary,Canoeing,4,1,2,1
"Elizabeth Alyse "Betty"" Cuthbert"",Australia,Athletics,4,4,0,0
"Eleanor Suzanne "Ellie"" Daniel (-Drye)"","United States",Swimming,4,1,1,2
"Tams Darnyi",Hungary,Swimming,4,4,0,0
"Bruce Oram Davidson","United States",Equestrianism,4,2,2,0
"Shani Earl Davis","United States","Speed Skating",4,2,2,0
"Victor Davis",Canada,Swimming,4,1,3,0
"Dominique Margaux Dawes (-Thompson)","United States",Gymnastics,4,1,0,3
"Marie Joseph "Raoul"" le Borgne de Boigne"",France,Shooting,4,0,1,3
"Bob Johannes Carolus de Jong",Netherlands,"Speed Skating",4,1,1,2
"Fernand Alphonse Marie Frdric de Montigny",Belgium,Fencing,4,0,2,2
"Teun Floris de Nooijer",Netherlands,Hockey,4,2,2,0
"Petter Northug  Jr.",Norway,"Cross Country Skiing",4,2,1,1
"Renzo Nostini",Italy,Fencing,4,0,4,0
"Igor Novikov","Soviet Union","Modern Pentathlon",4,2,2,0
"Marlies Oelsner-Ghr","East Germany",Athletics,4,2,2,0
"Stuart Peter O'Grady",Australia,Cycling,4,1,1,2
"Oh Seong-Ok","South Korea",Handball,4,1,2,1
"Bernd Olbricht","East Germany",Canoeing,4,2,1,1
"Penelope "Penny"" Oleksiak"",Canada,Swimming,4,1,1,2
"Anna Gunilla Olsson",Sweden,Canoeing,4,1,1,2
"Simone Osygus (-Brune)",Germany,Swimming,4,0,2,2
"Inna Volodymyrivna Osypenko-Radomska",Ukraine,Canoeing,4,1,2,1
"Ole stmo",Norway,Shooting,4,0,2,2
"Caroline Ouellette",Canada,"Ice Hockey",4,4,0,0
"Dimitrij Ovtcharov",Germany,"Table Tennis",4,0,1,3
"James Cleveland "Jesse"" Owens"","United States",Athletics,4,4,0,0
"Charles William "Charley"" Paddock"","United States",Athletics,4,2,2,0
"Pang Jiaying",China,Swimming,4,0,2,2
"Samuele Papi",Italy,Volleyball,4,0,2,2
"Park Seong-Hyeon","South Korea",Archery,4,3,1,0
"Park Tae-Hwan","South Korea",Swimming,4,1,3,0
"Mariya Valeryevna Paseka",Russia,Gymnastics,4,0,3,1
"Carlo Pavesi",Italy,Fencing,4,4,0,0
"Christie Patricia Pearce-Rampone","United States",Football,4,3,1,0
"Susan Jane "Sue"" Pedersen (-Pankey)"","United States",Swimming,4,2,2,0
"Istvn Pelle",Hungary,Gymnastics,4,2,2,0
"Alberto Pellegrino",Italy,Fencing,4,2,2,0
"Giovanni Pellielo",Italy,Shooting,4,0,3,1
"Ville Sakari Peltonen",Finland,"Ice Hockey",4,0,1,3
"Kieren John Perkins",Australia,Swimming,4,2,2,0
"Tatyana Dmitriyevna Petrenko-Samusenko","Soviet Union",Fencing,4,3,1,0
"Heather Petri","United States","Water Polo",4,1,2,1
"Roman Ivanovich Petrushenko",Belarus,Canoeing,4,1,1,2
"Nataliya Anatolyevna Petrusyova (-Komarova)","Soviet Union","Speed Skating",4,1,0,3
"Tibor Pzsa",Hungary,Fencing,4,1,0,3
"Pietro Piller Cottrer",Italy,"Cross Country Skiing",4,1,2,1
"Clarence Elmer "Bud"" Pinkston"","United States",Diving,4,1,1,2
"Matthew Clive Pinsent","Great Britain",Rowing,4,4,0,0
"Vincenzo Pinton",Italy,Fencing,4,0,4,0
"Joseph Pletinckx",Belgium,"Water Polo",4,0,3,1
"Yevgeny Viktorovich Plyushchenko",Russia,"Figure Skating",4,2,2,0
"Imre Polyk",Hungary,Wrestling,4,1,3,0
"Dimitrie Popescu",Romania,Rowing,4,1,2,1
"Aleksandr Vladimirovich Popov","Unified Team",Swimming,4,2,2,0
"Ramona Portwich",Germany,Canoeing,4,2,2,0
"Dorothy Poynton-Hill (-Teuber)","United States",Diving,4,2,1,1
"Stanislav Alekseyevich Pozdnyakov",Russia,Fencing,4,3,0,1
"Tamara Natanovna Press","Soviet Union",Athletics,4,3,1,0
"Alexander Pusch","West Germany",Fencing,4,2,2,0
"Donald O'Reilly "Don"" Quarrie"",Jamaica,Athletics,4,1,2,1
"Lonce Gaston Quentin",France,Archery,4,0,3,1
"Saverio Ragno",Italy,Fencing,4,1,3,0
"Benjamin Raich",Austria,"Alpine Skiing",4,2,0,2
"Mark Semyonovich Rakita","Soviet Union",Fencing,4,2,2,0
"Ronald Rauhe",Germany,Canoeing,4,1,1,2
"Emil A. Rausch",Germany,Swimming,4,2,1,1
"Sergey Viktorovich Koplyakov","Soviet Union",Swimming,4,2,2,0
"Robert Marek Korzeniowski",Poland,Athletics,4,4,0,0
"Ivica Kosteli",Croatia,"Alpine Skiing",4,0,4,0
"Daniel Steven Kowalski",Australia,Swimming,4,1,1,2
"Lyubov Vladimirovna Kozyreva-Baranova (-Vatina)","Soviet Union","Cross Country Skiing",4,1,3,0
"Alvin Christian "Al"" Kraenzlein"","United States",Athletics,4,4,0,0
"Steffi Krker (-Biskupek)","East Germany",Gymnastics,4,0,1,3
"Lenny Krayzelburg","United States",Swimming,4,4,0,0
"Hryhoriy Yakovych Kriss","Soviet Union",Fencing,4,1,2,1
"Ranomi Kromowidjojo",Netherlands,Swimming,4,3,1,0
"Viktor Alekseyevich Krovopuskov","Soviet Union",Fencing,4,4,0,0
"Andrey Ivanovich Krylov","Soviet Union",Swimming,4,1,3,0
"Nataliya Aleksandrovna Kuchinskaya (-Kotlyar)","Soviet Union",Gymnastics,4,2,0,2
"Georgijs Kuikovs","Soviet Union",Swimming,4,0,2,2
"Kevin Kuske",Germany-1,Bobsleigh,4,3,1,0
"Andr Labatut",France,Fencing,4,2,2,0
"Andr Lange",Germany-1,Bobsleigh,4,3,1,0
"Eirik Vers Larsen",Norway,Canoeing,4,2,1,1
"Tamara Vasilyevna Lazakovich","Soviet Union",Gymnastics,4,1,1,2
"Pedro Luis Lazo Iglesias",Cuba,Baseball,4,2,2,0
"Le Jingyi",China,Swimming,4,1,3,0
"Chad Guy Bertrand le Clos","South Africa",Swimming,4,1,3,0
"Jens Lehmann",Germany,Cycling,4,2,2,0
"Jere Kalervo Lehtinen",Finland,"Ice Hockey",4,0,1,3
"Eino Aukusti Leino",Finland,Wrestling,4,1,1,2
"Lisa Deshawn Leslie (-Lockwood)","United States",Basketball,4,4,0,0
"William David Franz "Bill"" Leushner"","United States",Shooting,4,1,1,2
"Amaury Raymond Leveaux",France,Swimming,4,1,3,0
"Steven Earl "Steve"" Lewis"","United States",Athletics,4,3,1,0
"Li Xiaoxia",China,"Table Tennis",4,3,1,0
"Lin Li",China,Swimming,4,1,2,1
"Matija Ljubek",Yugoslavia,Canoeing,4,2,1,1
"Joan Llaneras Rossell",Spain,Cycling,4,2,2,0
"Jeannie Longo-Ciprelli",France,Cycling,4,1,2,1
"Fred Brre Lundberg",Norway,"Nordic Combined",4,2,2,0
"Tamara Alekseyevna Lyukhina-Zamotaylova","Soviet Union",Gymnastics,4,2,0,2
"Valery Viktorovich Lyukin","Soviet Union",Gymnastics,4,2,2,0
"Elizabeth "Beezie"" Madden (Patton-)"","United States",Equestrianism,4,2,1,1
"Michele Maffei",Italy,Fencing,4,1,3,0
"Jean-Claude Magnan",France,Fencing,4,1,1,2
"Fred Anton Maier",Norway,"Speed Skating",4,1,2,1
"Hermann Maier",Austria,"Alpine Skiing",4,2,1,1
"Vadim Gennadyevich Makhnyov",Belarus,Canoeing,4,1,1,2
"Franco Riccardi",Italy,Fencing,4,3,1,0
"Annegret Richter (Irrgang-)","West Germany",Athletics,4,2,2,0
"Hilkka Maria Riihivuori-Kuntola",Finland,"Cross Country Skiing",4,0,4,0
"Melanie Jane Roche",Australia,Softball,4,0,1,3
"Massimiliano Edgar Rosolino",Italy,Swimming,4,1,1,2
"Jeffrey Norman "Jeff"" Rouse"","United States",Swimming,4,3,1,0
"Florian Georges Philippe Rousseau",France,Cycling,4,3,1,0
"Wilma Glodean Rudolph (-Ward  -Eldridge)","United States",Athletics,4,3,0,1
"Angela Marie Ruggiero","United States","Ice Hockey",4,1,2,1
"Inna Valeryevna Ryskal","Soviet Union",Volleyball,4,2,2,0
"Henri Julius Reverony Saint Cyr",Sweden,Equestrianism,4,4,0,0
"Vladimir Valeryevich Salnikov","Soviet Union",Swimming,4,4,0,0
"Ulla Salzgeber (Helbing-)",Germany,Equestrianism,4,2,1,1
"Arnzazu Isabel Mara "Arantxa"" Snchez Vicario"",Spain,Tennis,4,0,2,2
"Kaitlin Shea Sandeno (-Hogan)","United States",Swimming,4,1,1,2
"Summer Elisabeth Sanders (-Henderson  -Schlopy)","United States",Swimming,4,2,1,1
"Viktor Saneyev","Soviet Union",Athletics,4,3,1,0
"Salvatore Sanzo",Italy,Fencing,4,1,1,2
"Ole Andreas Sther",Norway,Shooting,4,1,2,1
"Giovanni Scalzo",Italy,Fencing,4,1,1,2
